model_key,row_no,category,command_eng,command_kor,gt_name,gt_code,baseline_det_score,retrieval_det_score,delta_det_score,baseline_det_gt_similarity,retrieval_det_gt_similarity,delta_det_gt_similarity,baseline_det_gt_service_coverage,retrieval_det_gt_service_coverage,delta_det_gt_service_coverage,baseline_det_gt_receiver_coverage,retrieval_det_gt_receiver_coverage,delta_det_gt_receiver_coverage,baseline_det_dataflow_score,retrieval_det_dataflow_score,delta_det_dataflow_score,baseline_det_numeric_grounding,retrieval_det_numeric_grounding,delta_det_numeric_grounding,baseline_det_enum_grounding,retrieval_det_enum_grounding,delta_det_enum_grounding,baseline_prompt_tokens,retrieval_prompt_tokens,delta_prompt_tokens,reduction_pct_prompt_tokens,baseline_completion_tokens,retrieval_completion_tokens,delta_completion_tokens,baseline_total_tokens,retrieval_total_tokens,delta_total_tokens,baseline_llm_latency_sec,retrieval_llm_latency_sec,delta_llm_latency_sec,reduction_pct_llm_latency_sec,baseline_total_pipeline_sec,retrieval_total_pipeline_sec,delta_total_pipeline_sec,reduction_pct_total_pipeline_sec,baseline_peak_vram_gb,retrieval_peak_vram_gb,delta_peak_vram_gb
qwen25_coder_14b,1,1,Switch the dishwasher to dry mode.,식기세척기를 건조 모드로 설정해줘.,,"(#Dishwasher).Dishwasher_SetDishwasherMode(""dry"")",89.8937,89.8937,0.0,0.953125,0.953125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31867.0,10956.0,-20911.0,65.61960648947188,52.0,52.0,0.0,31919.0,11008.0,-20911.0,32.2601,21.1609,-11.0992,34.40534902247668,34.62,24.3898,-10.230199999999996,29.549971114962442,37.0605,30.8051,-6.255399999999998
qwen25_coder_14b,2,1,Add 5 minutes to the oven.,오븐의 작동 시간을 5분 늘려줘.,,(#Oven).Oven_AddMoreTime(300),93.1379,93.1379,0.0,0.937931,0.937931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31868.0,11448.0,-20420.0,64.07681686958705,49.0,48.0,-1.0,31917.0,11496.0,-20421.0,17.5962,6.3533,-11.242899999999999,63.89390891215149,19.9892,9.6351,-10.3541,51.798471174434205,37.0608,30.955,-6.105800000000002
qwen25_coder_14b,3,1,Start the rice cooker on cooking mode for 30 minutes.,밥솥을 조리 모드로 30분 작동시켜.,,"(#RiceCooker).RiceCooker_SetCookingParameters(""cooking"", 1800)",74.9018,77.2841,2.3823000000000008,0.613393,0.478916,-0.13447699999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31873.0,10773.0,-21100.0,66.20023217143036,52.0,88.0,36.0,31925.0,10861.0,-21064.0,17.9302,8.3203,-9.6099,53.596167360096366,20.3003,11.6319,-8.6684,42.70084678551548,37.0617,30.7526,-6.309100000000001
qwen25_coder_14b,4,1,Set the siren to emergency mode.,사이렌을 응급모드로 울려줘.,,"(#Siren).Siren_SetSirenMode(""emergency"")",88.7692,88.7692,0.0,0.942308,0.942308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31868.0,10920.0,-20948.0,65.7336513116606,48.0,48.0,0.0,31916.0,10968.0,-20948.0,17.6724,6.1453,-11.5271,65.2265679817116,20.0472,9.4221,-10.6251,53.00041901113373,37.0608,30.7966,-6.264199999999999
qwen25_coder_14b,5,1,Set the speaker volume to 30.,스피커의 볼륨을 30으로 설정해줘.,,(#Speaker).Speaker_SetVolume(30),97.5344,97.5344,0.0,0.957813,0.957813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31869.0,11580.0,-20289.0,63.6637484703003,43.0,43.0,0.0,31912.0,11623.0,-20289.0,17.4143,6.1455,-11.2688,64.71003715337396,19.8445,9.4711,-10.3734,52.27342588626571,37.0606,30.9968,-6.0638000000000005
qwen25_coder_14b,6,1,Turn the TV channel down by one.,TV 채널을 하나 내려줘.,,(#Television).Television_ChannelDown(),96.9342,96.9342,0.0,0.964474,0.964474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31868.0,11684.0,-20184.0,63.33626208108447,45.0,45.0,0.0,31913.0,11729.0,-20184.0,17.5151,6.3287,-11.186399999999999,63.867177464016756,19.6579,9.6065,-10.051400000000001,51.13160612272929,37.0608,31.0232,-6.037600000000001
qwen25_coder_14b,7,1,Switch the TV to channel 7.,TV로 7번 채널을 틀어줘.,,(#Television).Television_SetChannel(7),96.5342,96.5342,0.0,0.964474,0.964474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31868.0,11558.0,-20310.0,63.731643027488396,46.0,46.0,0.0,31914.0,11604.0,-20310.0,17.5675,6.3488,-11.218699999999998,63.860537925145856,19.9413,9.7942,-10.147099999999998,50.884847026021376,37.0608,30.9864,-6.074400000000001
qwen25_coder_14b,8,1,Announce the temperature through the speaker.,현재 온도를 스피커로 알려줘.,,"
temp = (#TemperatureSensor).TemperatureSensor_Temperature

(#Speaker).Speaker_Speak(""현재 온도는 "" + temp + ""도입니다"")",29.4197,90.7948,61.375099999999996,0.480657,0.721731,0.241074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31868.0,12004.0,-19864.0,62.33211999497929,68.0,76.0,8.0,31936.0,12080.0,-19856.0,19.1584,8.1666,-10.9918,57.37326707867045,21.6136,11.3984,-10.215200000000001,47.262834511603806,37.0608,31.1208,-5.940000000000001
qwen25_coder_14b,9,1,Tell me the outdoor temperature through the speaker.,외부 온도를 스피커로 출력해줘.,,"
temp = (#WeatherProvider).WeatherProvider_TemperatureWeather

(#Speaker).Speaker_Speak(""외부 온도는 "" + temp + ""도입니다"")",24.0,73.5066,49.506600000000006,0.3,0.564504,0.264504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31869.0,11929.0,-19940.0,62.568640371520914,35.0,75.0,40.0,31904.0,12004.0,-19900.0,16.8231,8.1197,-8.7034,51.73481700756698,19.2721,11.3948,-7.877299999999998,40.87411335557619,37.0606,31.0962,-5.964400000000001
qwen25_coder_14b,10,1,Tell me the current humidity through the speaker.,현재 습도를 스피커로 말해줘.,,"
hum = (#HumiditySensor).HumiditySensor_Humidity

(#Speaker).Speaker_Speak(""현재 습도는 "" + hum + ""%입니다"")",80.4594,96.1031,15.643699999999995,0.462931,0.870103,0.407172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31869.0,11342.0,-20527.0,64.41055571244783,71.0,62.0,-9.0,31940.0,11404.0,-20536.0,19.43,7.1685,-12.2615,63.10602161605764,21.8327,10.4715,-11.361199999999998,52.037540020244855,37.0606,30.9254,-6.135200000000001
qwen25_coder_14b,31,2,Set the living room light to yellow.,거실 조명을 노란색으로 설정해줘.,,"(#LivingRoom #Light).ColorControl_SetColor(""255|255|0"")",85.7941,85.7941,0.0,0.626471,0.626471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7893.0,7893.0,0.0,0.0,60.0,60.0,0.0,7953.0,7953.0,0.0,5.6124,5.5975,-0.014899999999999913,0.26548357209036977,7.9807,7.9703,-0.010399999999999743,0.13031438345007007,29.8918,29.8918,0.0
qwen25_coder_14b,32,2,Capture an image of the meeting room with the camera.,카메라로 회의실 사진을 촬영해줘.,,(#MeetingRoom #Camera).Camera_CaptureImage(),96.6795,96.6795,0.0,0.969318,0.969318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5402.0,5402.0,0.0,0.0,44.0,44.0,0.0,5446.0,5446.0,0.0,3.8816,3.8535,-0.028100000000000236,0.7239282769991816,6.2533,6.1859,-0.06740000000000013,1.077830905282013,29.1462,29.1461,-9.999999999976694e-05
qwen25_coder_14b,33,2,Set the brightness of the living room light to 80%.,거실 조명의 밝기를 80%로 설정해줘.,,"(#LivingRoom #Light).Light_MoveToBrightness(80, 0)",95.898,95.898,0.0,0.963265,0.963265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7187.0,7187.0,0.0,0.0,53.0,53.0,0.0,7240.0,7240.0,0.0,4.9835,4.9574,-0.026100000000000456,0.5237283034012332,7.3439,7.3266,-0.01729999999999965,0.23556965644956565,29.6795,29.6795,0.0
qwen25_coder_14b,34,2,Set all dehumidifiers in the lab to AI drying mode.,연구실 제습기를 모두 AI건조모드로 설정해줘.,,"all(#Lab #Dehumidifier).Dehumidifier_SetDehumidifierMode(""AIDrying"")",86.6925,86.6925,0.0,0.966418,0.966418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5424.0,5424.0,0.0,0.0,63.0,63.0,0.0,5487.0,5487.0,0.0,4.8319,4.8076,-0.02430000000000021,0.5029077588526296,7.1702,7.2079,0.03770000000000007,-0.5257872862681663,29.1544,29.1543,-9.999999999976694e-05
qwen25_coder_14b,35,2,Set the hue of the living room light to 240 and the saturation to 80.,"거실 조명의 색조는 240, 채도는 80으로 맞춰줘.",,"(#LivingRoom #Light).Light_MoveToHueAndSaturation(240, 80)",95.9123,95.9123,0.0,0.952632,0.952632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7186.0,7186.0,0.0,0.0,62.0,62.0,0.0,7248.0,7248.0,0.0,5.4442,5.4412,-0.0030000000000001137,0.05510451489658928,7.8259,7.8116,-0.014299999999999535,0.18272658735735872,29.6793,29.6793,0.0
qwen25_coder_14b,36,2,Set all robot vacuum cleaners with even tags to auto mode.,짝수 태그 로봇 청소기를 모두 자동 모드로 설정해줘.,,"all(#Even #RobotVacuumCleaner).RobotVacuumCleaner_SetRobotVacuumCleanerModeMode(""auto"")",87.5017,87.5017,0.0,0.947674,0.947674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4715.0,4715.0,0.0,0.0,66.0,66.0,0.0,4781.0,4781.0,0.0,4.6706,4.6665,-0.004100000000000215,0.08778315419860863,7.0572,6.9839,-0.0732999999999997,1.0386555574448748,28.9397,28.9389,-0.0007999999999981355
qwen25_coder_14b,37,2,Lock all door locks.,모든 도어락을 잠궈줘.,,all(#DoorLock).DoorLock_Lock(),92.1019,92.1019,0.0,0.803398,0.803398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4614.0,4614.0,0.0,0.0,58.0,58.0,0.0,4672.0,4672.0,0.0,4.2676,4.2486,-0.019000000000000128,0.4452151091948666,6.6088,6.6068,-0.0019999999999997797,0.030262680062943043,28.9139,28.9132,-0.0007000000000019213
qwen25_coder_14b,38,2,Set the target temperature of the air conditioner in Sector1 to 18 degrees.,구역1의 에어컨의 목표 온도를 18도로 설정해줘.,,(#Sector1 #AirConditioner).AirConditioner_SetTargetTemperature(18),96.791,96.791,0.0,0.959701,0.959701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4906.0,4906.0,0.0,0.0,56.0,56.0,0.0,4962.0,4962.0,0.0,4.2753,4.2912,0.015900000000000247,-0.37190372605431776,6.6832,6.7076,0.024399999999999977,-0.36509456547761515,28.9998,28.9991,-0.0007000000000019213
qwen25_coder_14b,39,2,Change the air purifier in the bedroom to sleep mode.,안방의 공기청정기를 수면모드로 바꿔줘.,,"(#Bedroom #AirPurifier).AirPurifier_SetAirPurifierMode(""sleep"")",88.5758,88.5758,0.0,0.949194,0.949194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4621.0,4621.0,0.0,0.0,56.0,56.0,0.0,4677.0,4677.0,0.0,4.1669,4.1726,0.005700000000000038,-0.13679233962898169,6.5923,6.5567,-0.03559999999999963,0.540023967355849,28.9152,28.9145,-0.0006999999999983686
qwen25_coder_14b,40,2,Close all valves in the kitchen.,주방의 모든 벨브를 닫아줘.,,all(#Kitchen #Valve).Valve_Close(),96.8059,96.8059,0.0,0.973529,0.973529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5099.0,5099.0,0.0,0.0,47.0,47.0,0.0,5146.0,5146.0,0.0,3.8438,3.8758,0.03200000000000003,-0.8325094958114374,6.1912,6.2502,0.05900000000000016,-0.9529654994185321,29.0564,29.0563,-9.999999999976694e-05
qwen25_coder_7b,1,1,Switch the dishwasher to dry mode.,식기세척기를 건조 모드로 설정해줘.,,"(#Dishwasher).Dishwasher_SetDishwasherMode(""dry"")",96.7414,96.7414,0.0,0.891379,0.891379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31867.0,10956.0,-20911.0,65.61960648947188,51.0,51.0,0.0,31918.0,11007.0,-20911.0,17.8665,13.0007,-4.865799999999998,27.234209274340238,20.3343,20.6443,0.3100000000000023,-1.5245176868640784,20.1412,16.2388,-3.9024
qwen25_coder_7b,2,1,Add 5 minutes to the oven.,오븐의 작동 시간을 5분 늘려줘.,,(#Oven).Oven_AddMoreTime(300),24.0,24.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31868.0,11448.0,-20420.0,64.07681686958705,6.0,6.0,0.0,31874.0,11454.0,-20420.0,6.4066,1.9026,-4.504,70.3025005463116,8.7705,5.0171,-3.7534,42.7957357049199,20.1412,16.3312,-3.8100000000000023
qwen25_coder_7b,3,1,Start the rice cooker on cooking mode for 30 minutes.,밥솥을 조리 모드로 30분 작동시켜.,,"(#RiceCooker).RiceCooker_SetCookingParameters(""cooking"", 1800)",92.8932,24.0,-68.8932,0.936719,0.3,-0.636719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31873.0,10773.0,-21100.0,66.20023217143036,66.0,6.0,-60.0,31939.0,10779.0,-21160.0,8.3557,1.8154,-6.5403,78.27351388872266,10.739,5.0423,-5.696700000000001,53.04683862557036,20.1407,16.2089,-3.931799999999999
qwen25_coder_7b,4,1,Set the siren to emergency mode.,사이렌을 응급모드로 울려줘.,,"(#Siren).Siren_SetSirenMode(""emergency"")",49.08,98.65,49.57000000000001,0.636,0.955,0.31899999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31868.0,10920.0,-20948.0,65.7336513116606,46.0,48.0,2.0,31914.0,10968.0,-20946.0,7.7532,2.9626,-4.7905999999999995,61.788680802765306,10.1771,6.2577,-3.9193999999999996,38.511953306934195,20.1412,16.233,-3.908200000000001
qwen25_coder_7b,5,1,Set the speaker volume to 30.,스피커의 볼륨을 30으로 설정해줘.,,(#Speaker).Speaker_SetVolume(30),95.9071,95.9071,0.0,0.903571,0.903571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31869.0,11580.0,-20289.0,63.6637484703003,42.0,42.0,0.0,31911.0,11622.0,-20289.0,7.6258,2.9337,-4.6921,61.529282173673586,9.9832,6.2698,-3.7134,37.19649010337367,20.1407,16.3567,-3.783999999999999
qwen25_coder_7b,6,1,Turn the TV channel down by one.,TV 채널을 하나 내려줘.,,(#Television).Television_ChannelDown(),24.0,96.9342,72.9342,0.3,0.964474,0.664474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31868.0,11684.0,-20184.0,63.33626208108447,6.0,45.0,39.0,31874.0,11729.0,-20145.0,6.5712,3.0273,-3.5439000000000003,53.93078889700511,8.9453,6.3497,-2.5955999999999992,29.016354957351897,20.1412,16.3743,-3.7668999999999997
qwen25_coder_7b,7,1,Switch the TV to channel 7.,TV로 7번 채널을 틀어줘.,,(#Television).Television_SetChannel(7),94.9,24.0,-70.9,0.91,0.3,-0.6100000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31868.0,11558.0,-20310.0,63.731643027488396,43.0,34.0,-9.0,31911.0,11592.0,-20319.0,7.7327,2.7225,-5.0102,64.79237523762723,10.0999,6.0381,-4.0618,40.21623976475014,20.1412,16.3546,-3.7866
qwen25_coder_7b,8,1,Announce the temperature through the speaker.,현재 온도를 스피커로 알려줘.,,"
temp = (#TemperatureSensor).TemperatureSensor_Temperature

(#Speaker).Speaker_Speak(""현재 온도는 "" + temp + ""도입니다"")",44.4351,24.0,-20.4351,0.481169,0.3,-0.18116900000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31868.0,12004.0,-19864.0,62.33211999497929,42.0,33.0,-9.0,31910.0,12037.0,-19873.0,7.7903,2.7349,-5.055400000000001,64.8935214304969,10.2287,6.0428,-4.1859,40.923088955585754,20.1412,16.4341,-3.7071000000000005
qwen25_coder_7b,9,1,Tell me the outdoor temperature through the speaker.,외부 온도를 스피커로 출력해줘.,,"
temp = (#WeatherProvider).WeatherProvider_TemperatureWeather

(#Speaker).Speaker_Speak(""외부 온도는 "" + temp + ""도입니다"")",24.0,24.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31869.0,11929.0,-19940.0,62.568640371520914,33.0,35.0,2.0,31902.0,11964.0,-19938.0,7.5269,2.8173,-4.7096,62.57024804368332,9.8593,6.108,-3.7512999999999996,38.04834014585214,20.1407,16.4265,-3.714199999999998
qwen25_coder_7b,10,1,Tell me the current humidity through the speaker.,현재 습도를 스피커로 말해줘.,,"
hum = (#HumiditySensor).HumiditySensor_Humidity

(#Speaker).Speaker_Speak(""현재 습도는 "" + hum + ""%입니다"")",82.0279,24.0,-58.0279,0.515217,0.3,-0.21521700000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31869.0,11342.0,-20527.0,64.41055571244783,46.0,35.0,-11.0,31915.0,11377.0,-20538.0,7.9364,2.6972,-5.2392,66.01481780152211,10.356,5.9293,-4.4267,42.745268443414446,20.1407,16.3142,-3.8264999999999993
qwen25_coder_7b,31,2,Set the living room light to yellow.,거실 조명을 노란색으로 설정해줘.,,"(#LivingRoom #Light).ColorControl_SetColor(""255|255|0"")",85.7941,85.7941,0.0,0.626471,0.626471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7893.0,7893.0,0.0,0.0,59.0,59.0,0.0,7952.0,7952.0,0.0,2.7648,2.7278,-0.037000000000000366,1.338252314814828,5.1366,5.1533,0.01670000000000016,-0.3251177821905572,15.6699,15.6707,0.0007999999999999119
qwen25_coder_7b,32,2,Capture an image of the meeting room with the camera.,카메라로 회의실 사진을 촬영해줘.,,(#MeetingRoom #Camera).Camera_CaptureImage(),96.6795,96.6795,0.0,0.969318,0.969318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5402.0,5402.0,0.0,0.0,44.0,44.0,0.0,5446.0,5446.0,0.0,1.9241,1.9291,0.0050000000000001155,-0.259861753547119,4.2071,4.3058,0.09870000000000001,-2.346034085236862,15.2057,15.2056,-9.999999999976694e-05
qwen25_coder_7b,33,2,Set the brightness of the living room light to 80%.,거실 조명의 밝기를 80%로 설정해줘.,,"(#LivingRoom #Light).Light_MoveToBrightness(80, 0)",88.0938,88.0938,0.0,0.953125,0.953125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7187.0,7187.0,0.0,0.0,50.0,50.0,0.0,7237.0,7237.0,0.0,2.4067,2.3801,-0.026599999999999735,1.1052478497527627,4.7864,4.7437,-0.04270000000000085,0.8921109811131716,15.5384,15.5387,0.0003000000000010772
qwen25_coder_7b,34,2,Set all dehumidifiers in the lab to AI drying mode.,연구실 제습기를 모두 AI건조모드로 설정해줘.,,"all(#Lab #Dehumidifier).Dehumidifier_SetDehumidifierMode(""AIDrying"")",94.4059,94.4059,0.0,0.973529,0.973529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5424.0,5424.0,0.0,0.0,67.0,67.0,0.0,5491.0,5491.0,0.0,2.5254,2.4905,-0.03489999999999993,1.3819592935772524,4.8977,4.8506,-0.047100000000000364,0.96167588868245,15.208,15.2088,0.0007999999999999119
qwen25_coder_7b,35,2,Set the hue of the living room light to 240 and the saturation to 80.,"거실 조명의 색조는 240, 채도는 80으로 맞춰줘.",,"(#LivingRoom #Light).Light_MoveToHueAndSaturation(240, 80)",95.9123,95.9123,0.0,0.952632,0.952632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7186.0,7186.0,0.0,0.0,62.0,62.0,0.0,7248.0,7248.0,0.0,2.7092,2.6935,-0.01570000000000027,0.5795068654953591,5.0742,5.057,-0.017199999999999882,0.33896968980331643,15.5377,15.5386,0.0009000000000014552
qwen25_coder_7b,36,2,Set all robot vacuum cleaners with even tags to auto mode.,짝수 태그 로봇 청소기를 모두 자동 모드로 설정해줘.,,"all(#Even #RobotVacuumCleaner).RobotVacuumCleaner_SetRobotVacuumCleanerModeMode(""auto"")",85.9832,85.9832,0.0,0.897059,0.897059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4715.0,4715.0,0.0,0.0,61.0,61.0,0.0,4776.0,4776.0,0.0,2.2519,2.2437,-0.008199999999999985,0.36413695101913873,4.6574,4.5991,-0.05830000000000002,1.2517713745866796,15.0747,15.0742,-0.0005000000000006111
qwen25_coder_7b,37,2,Lock all door locks.,모든 도어락을 잠궈줘.,,all(#DoorLock).DoorLock_Lock(),92.1019,92.1019,0.0,0.803398,0.803398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4614.0,4614.0,0.0,0.0,58.0,58.0,0.0,4672.0,4672.0,0.0,2.2094,2.2097,0.000300000000000189,-0.013578347062559473,4.6249,4.5805,-0.04440000000000044,0.9600207572055706,15.0591,15.0584,-0.000700000000000145
qwen25_coder_7b,38,2,Set the target temperature of the air conditioner in Sector1 to 18 degrees.,구역1의 에어컨의 목표 온도를 18도로 설정해줘.,,(#Sector1 #AirConditioner).AirConditioner_SetTargetTemperature(18),95.3908,95.3908,0.0,0.913025,0.913025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4906.0,4906.0,0.0,0.0,51.0,51.0,0.0,4957.0,4957.0,0.0,2.0228,2.0146,-0.008199999999999985,0.4053786830136437,4.4357,4.3771,-0.05859999999999932,1.3210992627995428,15.1161,15.1164,0.0003000000000010772
qwen25_coder_7b,39,2,Change the air purifier in the bedroom to sleep mode.,안방의 공기청정기를 수면모드로 바꿔줘.,,"(#Bedroom #AirPurifier).AirPurifier_SetAirPurifierMode(""sleep"")",88.5758,88.5758,0.0,0.949194,0.949194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4621.0,4621.0,0.0,0.0,60.0,57.0,-3.0,4681.0,4678.0,-3.0,2.2295,2.1602,-0.0692999999999997,3.1083202511773806,4.3765,4.4962,0.11969999999999992,-2.735062264366501,15.0601,15.0594,-0.000700000000000145
qwen25_coder_7b,40,2,Close all valves in the kitchen.,주방의 모든 벨브를 닫아줘.,,all(#Kitchen #Valve).Valve_Close(),91.679,91.679,0.0,0.802632,0.802632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5099.0,5099.0,0.0,0.0,62.0,62.0,0.0,5161.0,5161.0,0.0,2.3375,2.3294,-0.008099999999999774,0.34652406417111337,4.6664,4.6975,0.03109999999999946,-0.6664666552374305,15.1467,15.1468,0.0001000000000015433
